"id","sex","education","income","internet","e_reader","number_of_books"
205419,"male","College graduate","$100,000 - $150,000","Yes","Yes","47"
205434,"male","Some college","$40,000 - $50,000","Yes","Yes","1"
205452,"male","Some college","$75,000 - $100,000","Yes","No","2"
205457,"male","Some college","$50,000 - $75,000","Yes","Yes","97 or more"
205474,"male","8th grade or less","Refused","No","No","2"
205489,"female","Some college","$50,000 - $75,000","Yes","Yes","20"
205527,"female","Post-graduate training","Refused","Yes","Yes","8"
205538,"male","Post-graduate training","$40,000 - $50,000","Yes","Yes","20"
205544,"female","Some college","Refused","Yes","Yes","4"
205549,"female","Some college","$75,000 - $100,000","Yes","No","2"
205559,"female","Some college","Don't know","Yes","Yes","3"
205561,"male","College graduate","$150,000 +","Yes","Yes","3"
205587,"male","High school graduate","$100,000 - $150,000","Yes","Yes","5"
205603,"male","College graduate","$150,000 +","Yes","Yes","50"
205610,"male","College graduate","$100,000 - $150,000","Yes","Yes","15"
205652,"female","Some college","$20,000 - $30,000","Yes","Yes","20"
205687,"male","Some college","$100,000 - $150,000","Yes","No","4"
205702,"female","College graduate","$50,000 - $75,000","Yes","Yes","37"
205719,"female","High school graduate","$30,000 - $40,000","Yes","No","4"
205726,"male","College graduate","$75,000 - $100,000","Yes","No","0"
205730,"female","College graduate","$75,000 - $100,000","Yes","No","3"
205740,"male","Some college","< $10,000","Yes","Yes","97 or more"
205763,"female","Some high school","$10,000 - $20,000","No","Yes","Don't Know"
205809,"male","High school graduate","Don't know","Yes","Yes","3"
205824,"male","Post-graduate training","$150,000 +","Yes","Yes","10"
205884,"male","Post-graduate training","$150,000 +","Yes","No","8"
205889,"male","High school graduate","$75,000 - $100,000","Yes","No","25"
205894,"female","High school graduate","$20,000 - $30,000","Yes","Yes","54"
205941,"female","Some high school","$50,000 - $75,000","Yes","Yes","36"
205957,"male","Post-graduate training","$100,000 - $150,000","Yes","No","20"
205983,"female","Some college","$150,000 +","Yes","Yes","97 or more"
205998,"female","8th grade or less","$10,000 - $20,000","Yes","Yes","10"
206000,"female","Post-graduate training","$100,000 - $150,000","Yes","Yes","4"
206005,"male","Some college","$30,000 - $40,000","Yes","Yes","24"
206029,"male","High school graduate","$20,000 - $30,000","Yes","Yes","25"
206031,"female","College graduate","$100,000 - $150,000","Yes","Yes","10"
206075,"male","Some high school","Don't know","Yes","No","5"
206090,"female","Post-graduate training","$100,000 - $150,000","Yes","No","15"
206097,"male","Post-graduate training","$40,000 - $50,000","Yes","No","10"
206103,"female","Some high school","Don't know","Yes","Yes","1"
206125,"male","High school graduate","$100,000 - $150,000","Yes","Yes","12"
206137,"female","Some college","$20,000 - $30,000","Yes","No","3"
206141,"male","College graduate","$75,000 - $100,000","Yes","No","12"
206149,"male","High school graduate","$50,000 - $75,000","Yes","No","2"
206181,"female","Post-graduate training","$75,000 - $100,000","Yes","Yes","25"
206197,"female","High school graduate","Refused","Yes","No","20"
206251,"female","College graduate","$100,000 - $150,000","Yes","No","30"
206284,"female","Some high school","Don't know","Yes","No","0"
206286,"male","Some college","$75,000 - $100,000","Yes","Yes","25"
206288,"female","College graduate","$100,000 - $150,000","Yes","Yes","60"
206362,"male","Some high school","< $10,000","Yes","Yes","16"
206365,"male","Some college","$100,000 - $150,000","Yes","Yes","4"
206369,"female","High school graduate","$10,000 - $20,000","Yes","Yes","10"
206386,"female","College graduate","$50,000 - $75,000","Yes","No","24"
206407,"female","Some college","$30,000 - $40,000","Yes","Yes","97 or more"
206448,"male","Some high school","Refused","No","Yes","0"
206449,"female","Some college","$30,000 - $40,000","Yes","No","13"
206450,"male","Some college","$100,000 - $150,000","Yes","Yes","6"
206468,"female","College graduate","Refused","Yes","Yes","6"
206482,"male","Some college","$30,000 - $40,000","Yes","Yes","15"
206494,"male","Post-graduate training","Refused","Yes","Yes","0"
206506,"female","Some high school","$10,000 - $20,000","Yes","Yes","1"
206511,"female","Some college","$50,000 - $75,000","Yes","Yes","3"
206534,"male","High school graduate","$50,000 - $75,000","Yes","Yes","2"
206537,"male","Some college","$10,000 - $20,000","Yes","No","0"
206542,"male","College graduate","$50,000 - $75,000","Yes","Yes","50"
206550,"male","College graduate","$150,000 +","Yes","No","3"
206575,"male","Some high school","Don't know","Yes","No","4"
206591,"male","Post-graduate training","$100,000 - $150,000","Yes","No","3"
206600,"male","High school graduate","< $10,000","Yes","No","0"
206605,"male","High school graduate","$150,000 +","Yes","Yes","12"
206634,"female","Some college","$75,000 - $100,000","Yes","Yes","50"
206673,"male","College graduate","$40,000 - $50,000","Yes","Yes","50"
206684,"male","Some college","$75,000 - $100,000","Yes","Yes","1"
206718,"female","High school graduate","$30,000 - $40,000","Yes","No","3"
206740,"male","Some college","$150,000 +","Yes","No","10"
206765,"female","Post-graduate training","$75,000 - $100,000","Yes","Yes","15"
206769,"female","College graduate","Don't know","Yes","No","3"
206775,"male","Some college","$75,000 - $100,000","Yes","Yes","1"
206793,"male","College graduate","$75,000 - $100,000","Yes","Yes","2"
206810,"female","Post-graduate training","< $10,000","Yes","No","50"
206820,"female","College graduate","$40,000 - $50,000","Yes","Yes","50"
206834,"female","Some high school","$150,000 +","Yes","No","2"
206840,"female","Post-graduate training","$100,000 - $150,000","Yes","No","6"
206857,"male","Some college","$150,000 +","Yes","No","10"
206919,"male","Technical school","< $10,000","No","No","1"
206931,"male","College graduate","$75,000 - $100,000","Yes","Yes","0"
206932,"male","Post-graduate training","$40,000 - $50,000","Yes","No","10"
206940,"female","Some college","$150,000 +","Yes","Yes","50"
207005,"male","College graduate","$100,000 - $150,000","Yes","No","5"
207040,"male","Post-graduate training","$150,000 +","Yes","Yes","96"
207072,"male","Some high school","$30,000 - $40,000","Yes","Yes","3"
207097,"female","Some college","Don't know","Yes","No","15"
207098,"female","Technical school","$50,000 - $75,000","Yes","Yes","25"
207104,"male","High school graduate","Refused","Yes","No","2"
207110,"female","Post-graduate training","Refused","Yes","No","3"
207112,"male","College graduate","$75,000 - $100,000","Yes","No","5"
207137,"female","College graduate","$150,000 +","Yes","Yes","4"
207140,"male","Some college","$50,000 - $75,000","Yes","Yes","50"
207142,"female","Some high school","$30,000 - $40,000","Yes","Yes","12"
207220,"male","College graduate","$100,000 - $150,000","Yes","No","20"
207243,"female","High school graduate","$100,000 - $150,000","Yes","No","7"
207280,"female","College graduate","< $10,000","Yes","No","3"
207282,"male","Some college","Don't know","Yes","Yes","2"
207308,"female","Post-graduate training","$30,000 - $40,000","No","Yes","50"
207337,"male","Some high school","$75,000 - $100,000","Yes","No","4"
207366,"female","College graduate","$75,000 - $100,000","Yes","Yes","11"
207448,"male","High school graduate","$100,000 - $150,000","Yes","Yes","6"
207474,"female","Some college","$30,000 - $40,000","Yes","No","8"
207491,"female","High school graduate","$50,000 - $75,000","Yes","No","10"
207595,"female","College graduate","$100,000 - $150,000","Yes","Yes","5"
207644,"female","High school graduate","$150,000 +","Yes","Yes","0"
207649,"male","High school graduate","$10,000 - $20,000","Yes","Yes","12"
207671,"male","Some college","$75,000 - $100,000","Yes","Yes","24"
207700,"male","Post-graduate training","Refused","Yes","No","3"
207707,"female","College graduate","$150,000 +","Yes","No","20"
207767,"female","Some college","$75,000 - $100,000","Yes","Yes","20"
207786,"male","High school graduate","$50,000 - $75,000","No","Yes","0"
207789,"female","High school graduate","$30,000 - $40,000","Yes","Yes","75"
207798,"male","High school graduate","$100,000 - $150,000","Yes","Yes","6"
207826,"female","Post-graduate training","$50,000 - $75,000","Yes","Yes","6"
207840,"male","Post-graduate training","$100,000 - $150,000","Yes","No","16"
207871,"female","Some high school","$40,000 - $50,000","Yes","No","5"
207876,"female","Post-graduate training","$100,000 - $150,000","Yes","No","20"
207881,"female","College graduate","$75,000 - $100,000","Yes","No","1"
207883,"female","Post-graduate training","$40,000 - $50,000","Yes","No","3"
207899,"female","Some college","$30,000 - $40,000","Yes","No","15"
207900,"male","Some college","$50,000 - $75,000","Yes","No","0"
207904,"female","Post-graduate training","$150,000 +","Yes","Yes","35"
207917,"male","Some college","$30,000 - $40,000","Yes","No","10"
207924,"female","College graduate","$75,000 - $100,000","Yes","No","15"
207946,"female","High school graduate","$30,000 - $40,000","Yes","Yes","10"
207957,"female","8th grade or less","< $10,000","No","Yes","0"
207961,"female","Some college","$30,000 - $40,000","Yes","No","5"
207998,"male","College graduate","$40,000 - $50,000","Yes","Yes","25"
208006,"female","Some college","$100,000 - $150,000","Yes","Yes","50"
208043,"male","Some college","< $10,000","Yes","No","35"
208069,"female","Post-graduate training","$100,000 - $150,000","Yes","Yes","97 or more"
208090,"male","High school graduate","$150,000 +","Yes","Yes","1"
208133,"male","Some college","$50,000 - $75,000","Yes","Yes","30"
208136,"female","Some college","$30,000 - $40,000","Yes","No","25"
208171,"female","Technical school","$50,000 - $75,000","Yes","No","24"
208193,"male","Some college","$150,000 +","Yes","Yes","30"
208203,"female","Some high school","$30,000 - $40,000","Yes","Yes","7"
208214,"male","College graduate","$100,000 - $150,000","Yes","No","2"
208220,"female","College graduate","$75,000 - $100,000","Yes","Yes","15"
208222,"male","High school graduate","$30,000 - $40,000","Yes","No","7"
208228,"male","Some college","$30,000 - $40,000","Yes","Yes","5"
208229,"female","High school graduate","$150,000 +","Yes","Yes","75"
208258,"female","Post-graduate training","$50,000 - $75,000","Yes","Yes","3"
208285,"female","High school graduate","$20,000 - $30,000","Yes","No","0"
208299,"male","Some high school","$75,000 - $100,000","Yes","No","30"
208317,"female","Some college","$30,000 - $40,000","Yes","No","3"
208325,"male","Some college","$50,000 - $75,000","Yes","Yes","97 or more"
208341,"male","Post-graduate training","$150,000 +","Yes","Yes","8"
208348,"female","High school graduate","$30,000 - $40,000","Yes","No","12"
208354,"male","High school graduate","$20,000 - $30,000","Yes","No","6"
208369,"male","Some college","$75,000 - $100,000","Yes","No","15"
208370,"female","High school graduate","$150,000 +","Yes","No","8"
208375,"female","Post-graduate training","$150,000 +","Yes","Yes","10"
208382,"male","Some college","$50,000 - $75,000","Yes","No","1"
208416,"male","College graduate","$150,000 +","Yes","No","50"
208438,"female","Some college","$40,000 - $50,000","Yes","Yes","97 or more"
208475,"male","High school graduate","$20,000 - $30,000","Yes","Yes","17"
208482,"male","Post-graduate training","$150,000 +","Yes","Yes","5"
208484,"male","College graduate","$20,000 - $30,000","No","No","2"
208491,"female","Some high school","< $10,000","Don't know","No","5"
208543,"male","College graduate","$100,000 - $150,000","Yes","Yes","50"
208546,"female","Post-graduate training","$100,000 - $150,000","Yes","Yes","8"
208561,"male","Post-graduate training","$50,000 - $75,000","Yes","No","6"
208562,"male","College graduate","Refused","Yes","No","5"
208649,"male","High school graduate","$75,000 - $100,000","Yes","Yes","12"
208697,"female","Post-graduate training","$75,000 - $100,000","Yes","Yes","52"
208705,"male","Some college","$50,000 - $75,000","Yes","No","0"
208709,"female","Some college","$30,000 - $40,000","Yes","No","3"
208713,"male","High school graduate","$75,000 - $100,000","Yes","No","0"
208756,"male","College graduate","$75,000 - $100,000","Yes","Yes","4"
208760,"female","Post-graduate training","$100,000 - $150,000","Yes","No","24"
208800,"male","Post-graduate training","$100,000 - $150,000","Yes","No","25"
208810,"male","Some high school","$30,000 - $40,000","Yes","No","25"
208853,"female","College graduate","$50,000 - $75,000","Yes","Yes","4"
208883,"male","High school graduate","$50,000 - $75,000","Yes","No","18"
208890,"female","High school graduate","$30,000 - $40,000","Yes","No","Refused"
208895,"male","Some high school","Don't know","Yes","No","20"
208896,"female","Some college","$30,000 - $40,000","Yes","Yes","20"
208937,"female","College graduate","$150,000 +","Yes","Yes","4"
208942,"male","Some college","$30,000 - $40,000","Yes","No","1"
208979,"male","Post-graduate training","$100,000 - $150,000","Yes","Yes","2"
209013,"male","High school graduate","$75,000 - $100,000","Yes","No","15"
